Views,Comments,Likes,Shares,Duration,Created,Description,Link
11700,20,347,1,59,1594156462,Breaking Glass Under Skin 😱 #xyzbca #xzybca #xzybca #fy #foryoupage #viral,https://www.tiktok.com/@@paulspujats/video/6846849859530673413
802,1,66,0,15,1594059847,what do grownups do on playground?#fyp #fy #playground #worldisyours,https://www.tiktok.com/@@paulspujats/video/6846434901701496069
360,1,105,2,36,1593624983,This Jump Landed me To Olympic Games 🙏🙏🙏✨ #adreamcometrue #olympicgames #olympics #polevault #pv #fyp #feature,https://www.tiktok.com/@@paulspujats/video/6844567175907298566
802,1,164,1,31,1593529703,Chill Morning Beats with #coffee #coffeeoftiktok #coffeevibe #vibecheck,https://www.tiktok.com/@@paulspujats/video/6844157947732413701
249,1,11,0,37,1593362513,Where are your eggs from? #eatresponsibly #eggs #sustainableliving #fyp #fy,https://www.tiktok.com/@@paulspujats/video/6843439877208542470
353,0,69,2,39,1593196939,delicious cold brew coffee made at home #coffee #makecoffee #fyp #fy #foryoupage,https://www.tiktok.com/@@paulspujats/video/6842728740825353477
654,2,116,1,19,1593103703,A fun game for pole vaulters @pole_vault #polevault #fyp #fy #foryoupage,https://www.tiktok.com/@@paulspujats/video/6842328296819068166
219,0,3,0,59,1592849197,If you want to make money with your passion ;) message me and I'll help you get started #makemoneyonline #fyp,https://www.tiktok.com/@@paulspujats/video/6841235202002406662
762,1,31,3,59,1592658442,A Moment #fy #foryou #foryoupage #polevault #epic,https://www.tiktok.com/@@paulspujats/video/6840415912269466886
194,0,10,0,42,1591908568,Do the challenge and winn a T-shirt. Tag me in your tries and I'll send a T-shirt for a lucky winner 🇱🇻 #prizes #challenge  #win,https://www.tiktok.com/@@paulspujats/video/6837195232329649413
349,0,48,2,14,1591890455,different kind of #vaulting and #longjump combined how far can you jump? #pv #fyp #fy,https://www.tiktok.com/@@paulspujats/video/6837117435515129094
220,1,11,0,15,1591826832,Another an challenge #abchallenge #abs #corestrength #challange #polevault #pv #fyp #foryoupage,https://www.tiktok.com/@@paulspujats/video/6836844174759709957
457,0,33,1,15,1591727105,have you've tried these highbar exercise? #polevault  #polevaulter #fyp #foryoupage #challange,https://www.tiktok.com/@@paulspujats/video/6836415854230408454
1938,4,226,0,6,1591556748,#javelinthrower #polevault #paulspujats,https://www.tiktok.com/@@paulspujats/video/6835684174247103749
304,0,42,0,10,1590675662,#running #polevault #athlete 20m flying sprints. what's your PR in sprints? #sprints #speed,https://www.tiktok.com/@@paulspujats/video/6831899937790299398
256,0,10,0,15,1590521321,coffee 😋😍 #fyp #fy #coffee,https://www.tiktok.com/@@paulspujats/video/6831237052273544454
348,0,19,0,10,1590415576,person’s face tells a lot about how sexually attractive he or she is and can also convey a sense of trust dominance and good health.,https://www.tiktok.com/@@paulspujats/video/6830782873369431301
379,1,21,5,59,1590415099,if you're stiff and don't feel energy try this yoga sequence with mantra #yoga #fyp #meditation,https://www.tiktok.com/@@paulspujats/video/6830780826897190150
484,1,54,0,31,1590327811,hunting or spear throwing also known as Javelin throw. trying something different perhaps I should try decathlon 🤔😄 #javelin #jv #foryoupage #fyp,https://www.tiktok.com/@@paulspujats/video/6830405928085425413
232,0,11,1,59,1590071509,Have a strong core for a healthy back and good looking posture #abs #back #core #exercise #fit,https://www.tiktok.com/@@paulspujats/video/6829305120480644357
1442,3,388,4,32,1589400791,,https://www.tiktok.com/@@paulspujats/video/6826424409918606597
422,0,24,1,31,1589216851,summer is right around the corner #ab #abexercies #getfit #gethealthy #stayfit #fyp #foryou tag a partner,https://www.tiktok.com/@@paulspujats/video/6825634393508367621
285,0,16,1,38,1589070862,#yoga,https://www.tiktok.com/@@paulspujats/video/6825007372193254661
275,0,10,3,59,1588994970,,https://www.tiktok.com/@@paulspujats/video/6824681414965955846
445,0,21,2,23,1588890553,VERTICAL DRILL #polevault #trackandfield #gymnastics #parkur #fyp #fy #ilk,https://www.tiktok.com/@@paulspujats/video/6824232926499179781
351,1,35,1,27,1588562870,,https://www.tiktok.com/@@paulspujats/video/6822825555554094342
295,0,12,2,35,1588454887,#keepingactive keep your core strong ✌️🔥#foryoupage #foryou #fyp,https://www.tiktok.com/@@paulspujats/video/6822361784301669638
442,0,38,0,14,1588362506,Do not attempt this without professional supervisor :) #fyp #glass #brokenglass #yoga #mindovermatter,https://www.tiktok.com/@@paulspujats/video/6821965009900293381
850,2,150,1,18,1588303984,Take care of living life around you 💛🙏Little bumble 🐝 licking honey from a finger,https://www.tiktok.com/@@paulspujats/video/6821713652253527301
329,0,37,2,33,1588209197,,https://www.tiktok.com/@@paulspujats/video/6821306548539624709
266,0,13,1,60,1588173971,how to strengthen your feet and ankles,https://www.tiktok.com/@@paulspujats/video/6821155259323272453
286,0,8,0,18,1588168489,Just a back yard self made gym and self made athlete.Credits to the creator of Trojan horse 2.0 t- my Brother Karlis Pujats #lifting #weightloss,https://www.tiktok.com/@@paulspujats/video/6821131708826668294
6154,4,90,10,19,1587852725,hands free plank #nohandschallenge #thepushupchallenge #plankchallenge #fyp #foryoupage,https://www.tiktok.com/@@paulspujats/video/6819775516376042758
510,0,24,1,35,1587566784,Quick Ab FIX get a tight belly and or six pack to get your summer body 🤤 stay healthy #sixpackabs #abs #abcheck #fyp #fitness,https://www.tiktok.com/@@paulspujats/video/6818547409250012422
184,2,11,4,16,1587345211,I know many don't approve of this but not many understand the drill and what scares you inspires and helps me 😉🤙#fypMusic By:@trippieatplay,https://www.tiktok.com/@@paulspujats/video/6817595759525956870
798,0,52,0,42,1587317417,personal Notes for Technique. I found this method to be most useful 😉 #polevault #technique #notes #fyp,https://www.tiktok.com/@@paulspujats/video/6817476389495770373
139,1,13,0,36,1587179944,#pushupchallange,https://www.tiktok.com/@@paulspujats/video/6816885941626572038
1108,2,136,0,18,1587093125,Notes n Stats #polevault #fyp had a good day today. It takes out a lot of emotional energy but I'm glad I can concur the doubts 🤙,https://www.tiktok.com/@@paulspujats/video/6816513021859466502
207,0,29,1,60,1587060404,Good Morning World #yoga #leavingmybody #stayhomestaystrong #fyp,https://www.tiktok.com/@@paulspujats/video/6816372524813716741
360,0,24,0,39,1587050154,This A first #slowmotion #greatwalls #polevault #fyp #foryou,https://www.tiktok.com/@@paulspujats/video/6816328501587627269
661,1,107,0,26,1586981783,#voiceover Personal Mental notes for #polevaulting had a good day and note taking is highly #importante #foryoupage,https://www.tiktok.com/@@paulspujats/video/6816034848210242822
177,3,19,0,14,1586961322,Did you flinch 👀🙈😄 #polevault #foryou #foryoupage #keepingbusy,https://www.tiktok.com/@@paulspujats/video/6815946969647762694
145,0,16,1,52,1586884765,#voiceover #cooking #pancakes #foryou Hope you try out this #easy and delicious recipe,https://www.tiktok.com/@@paulspujats/video/6815618160947891462
124,0,15,4,17,1586873385,This is too funny not to share 😂 #foryou #goodmorning #funny,https://www.tiktok.com/@@paulspujats/video/6815569281183501574
688,1,60,0,8,1586796757,Started to do unique speed exercises. Now my 🦵 are faster than 💪 which is a good and a bad thing. Arms are too slow now.. 😅 #foryoupage #polevault,https://www.tiktok.com/@@paulspujats/video/6815240169986297094
875,0,29,2,54,1586721789,Tendonitis inflammation pain stiffness clicking sound if you have any of these symptoms trigger point therapy is for you. #triggerpoint #foryou,https://www.tiktok.com/@@paulspujats/video/6814918182436949253
98,0,9,0,60,1586641253,And The second Part of part III #lawofattraction #mindfulness #meditation #yoga #visualozation #foryou,https://www.tiktok.com/@@paulspujats/video/6814572283798097157
91,1,5,0,60,1586641007,This is 💯 POWERFUL #lawofattraction #mindfulness #meditation #yoga #visualozation #foryou,https://www.tiktok.com/@@paulspujats/video/6814571227278085381
1506,3,131,0,14,1586572908,Speed in the legs were greater than in the arms. This is why we couldn't go up poles. To be honest this was a practice we needed.. #polevault #foryou,https://www.tiktok.com/@@paulspujats/video/6814278740462406918
103,0,11,1,60,1586313135,#Yoga Flow after #running #foryou Stay home avoid crowds stay healthy and mindful 🤙,https://www.tiktok.com/@@paulspujats/video/6813163022396312837
849,7,182,0,54,1586103999,It's important to put in the reps in that's the only way u can feel confident brave comfortable & most of all relaxed. And relaxation gives u power,https://www.tiktok.com/@@paulspujats/video/6812264798106029317
221,0,23,1,60,1585933730,#yoga recovery,https://www.tiktok.com/@@paulspujats/video/6811533494481718533
2315,0,268,1,5,1585873596,that recoil tho 😏 #polevault #foryou #forme,https://www.tiktok.com/@@paulspujats/video/6811275218045111558
617,2,48,3,41,1585674453,yoga in bed part II #YOGA #healthtips #yogainbed #bedchallenge #riseandshine #foryou #youpage #fyp#,https://www.tiktok.com/@@paulspujats/video/6810419909479124229
1234,1,69,8,49,1585496654,How to properly warm up your mind and body when you wake up part 1 of yoga in the morning #yoga #yogaflow #vinyasa #foryou #foruoupage #healthtips,https://www.tiktok.com/@@paulspujats/video/6809656267095756037
1433,2,124,0,8,1585345752,How to clean your hands in seconds #clean #cleanhands #polevault #foryoupage #foryou #lifehacks,https://www.tiktok.com/@@paulspujats/video/6809008150063090950
274,0,22,2,60,1585146541,yoga after intense workout 🙌 There are some stretching exercises that will recover you 3x faster than normal #healthtip #fyp #foryou #yoga,https://www.tiktok.com/@@paulspujats/video/6808152544217533702
243,2,19,0,31,1584917625,when #virus has everything locked down build your own playground #runway share this with other athletes and coaches to help each other out 🤗 #pv #fy,https://www.tiktok.com/@@paulspujats/video/6807169359421656325
1038,1,64,0,10,1584657518,Did you got your oranges for healthy immune system? #orange #healrhy #vitamin #c,https://www.tiktok.com/@@paulspujats/video/6806052206614154502
179,0,9,1,60,1584454410,Do yoga at home and avoid crowded places. #healthtips #yogaflow #coronavirus  #foryou #foryoupage,https://www.tiktok.com/@@paulspujats/video/6805179863268347141
322,0,14,2,48,1584375930,keep your Immune system strong with this juice recipe #healthtips #healthy #foryoupage #coronavirus #covid19 #immunity,https://www.tiktok.com/@@paulspujats/video/6804842797061983494
296,4,19,0,60,1584329061,Progressions of The Great Walls #polevault #fyp #foryou #foryoupage My friend made this Jam and would be cool if you could make it go Viral 🙏,https://www.tiktok.com/@@paulspujats/video/6804641483551968517
339,0,29,2,45,1584203237,#nutritiontips #fyp #foryoupage Make your own #coffee at HOME avoid any germs and viruses  #no #covid19,https://www.tiktok.com/@@paulspujats/video/6804101087402953990
285,1,19,0,20,1583898991,This session was the best yet from technical #polevault #foryou #foryoupage,https://www.tiktok.com/@@paulspujats/video/6802794327950019846
1795,4,131,0,10,1583775098,Different Angles 📐👼#polevault #foryou #foryoupage #PlayWithLife,https://www.tiktok.com/@@paulspujats/video/6802262236896169221
1332,14,57,7,60,1583684043,Do these if your back hurts #yoga #AfterMyCoffee #normalpeople #shecandoit,https://www.tiktok.com/@@paulspujats/video/6801871159446080773
1296,0,32,3,60,1583258878,bison meat ball recipe #foid #delicious#fyp#null,https://www.tiktok.com/@@paulspujats/video/6800045092011773189
302,1,15,1,42,1583169230,#null Drunken Yoga Part III#yoga #beeryoga #wineyoga #foryou #foryoupage @hippi3sabotage,https://www.tiktok.com/@@paulspujats/video/6799660057513495814
513,1,36,0,42,1583159067,#fyp #polevault Part II of how to do #greatwalls AKA El Grande Cojones 🌰🌰😄 #gymnastics #extreem #skateboard,https://www.tiktok.com/@@paulspujats/video/6799616402295655686
255,0,16,1,32,1583118024,#null Part II of the drunken yoga use the yoga for bachelorette parties or just fur fun also all of this yoga can be done in dresses too #yoga #fyp,https://www.tiktok.com/@@paulspujats/video/6799440119360130309
290,0,9,3,30,1583079777,#null Have you ever tried #drunkenyoga #wineyoga #bearyoga This is part I from IV Ill show u a sequence u can try. P.S I was drinking tea 😄 #foryou,https://www.tiktok.com/@@paulspujats/video/6799275858482711814
225,2,10,1,46,1582910791,Vinyasa flow #foryoupage #foryou #yoga #spiritual #spirit #healtjhacks #hacks #fyp #yogaflow #vinyasa #motivation #friyay,https://www.tiktok.com/@@paulspujats/video/6798550070414298374
1325,1,24,6,55,1582748953,TikTok Hack🙌 like & shaare if it helped u or someone u know :) #dowload #hack #nowatermark #free #tips #helpfulltups #foryou #fyp #foryoupage,https://www.tiktok.com/@@paulspujats/video/6797854979714452741
259,2,30,1,22,1582732078,do this gradually if you have back issues 🙌#foryou #strongback #healthyback #fyp #,https://www.tiktok.com/@@paulspujats/video/6797782484688833797
105,0,6,0,40,1582568693,Good Morning lovely people here is some yoga you can try ☺️🙌 #yoga #meditation #fun #foryoupage,https://www.tiktok.com/@@paulspujats/video/6797080748810652934
178,0,7,0,59,1582490547,#coffee #coffeetime #foryou #makeyourowndamncoffee #paulspujats #pp,https://www.tiktok.com/@@paulspujats/video/6796745114657033477
290,2,40,0,10,1582473070,I think this is better than shuffle 🙏 #plankchallenge #nextchallenge #nextlevel @jayalderton for the idea cred🤪 #foryoupage,https://www.tiktok.com/@@paulspujats/video/6796670052839066885
450,1,19,0,13,1582384281,#greatwalls #polevault #fyp Another day ar the office ☑️,https://www.tiktok.com/@@paulspujats/video/6796288711337184517
261,0,17,2,42,1582312750,#polevault #slomotion #slomo #fyp #fy The height I cleared was 2.70m or 8.8 feet,https://www.tiktok.com/@@paulspujats/video/6795981490409852165
166,1,9,0,60,1582220637,ＰΛＵＬＳ  ＰＵＪΛＴＳ ミ Mindfull || Meditation || Spiritual Awakening || PUJATS.ORG #fyp,https://www.tiktok.com/@@paulspujats/video/6795585808318418181
634,0,14,0,16,1582141878,personal video of technique,https://www.tiktok.com/@@paulspujats/video/6795247605166165254
719,1,33,0,15,1582134584,#fy #polevault,https://www.tiktok.com/@@paulspujats/video/6795216280610770182
2703,7,49,0,14,1582053439,Diets that work everyone is unique and should experiment what works for them the best. #foryou #diet #food #fu #interesting #usefull #respect,https://www.tiktok.com/@@paulspujats/video/6794867735168847110
217,0,9,2,59,1581901854,yoga gives you flexibility recovery #clearmind and most of all #consciousness #foryou #yoga #spirit #fun #fyp,https://www.tiktok.com/@@paulspujats/video/6794216717850545414
545,0,84,1,13,1581716754,cooking smth up #polevault,https://www.tiktok.com/@@paulspujats/video/6793421725070527749
716,0,45,1,15,1581703264,headstand yoga sequence #yoga #vinyasa #meditation #dance #art #spiritual #4up #foryou,https://www.tiktok.com/@@paulspujats/video/6793363785143962886
1439,0,102,1,23,1581630519,#toopgear #jamesmay #funny #fail #joke,https://www.tiktok.com/@@paulspujats/video/6793051344103132421
435,1,29,3,43,1581618207,#reverseaging #yoga #meditation #technique #asana #yogapants #fyp #clean #chakras #energy,https://www.tiktok.com/@@paulspujats/video/6792998465820445957
229,0,7,0,49,1581384320,#training #workout #2020 #polevault #athlete #lifestyle These are pre-competition toning exercises. Be #fast Be #quick & #explosive,https://www.tiktok.com/@@paulspujats/video/6791993929169456389
368,0,43,0,12,1581346384,in the honor of #indoor #season back in NCAA #polevault #jumps #nation #athlete #t&f #fyu #foryoupagethis,https://www.tiktok.com/@@paulspujats/video/6791830994736532742
282,0,15,0,32,1581180689,on the model set with #tjmaxx#modelchallange #modeling for 8 h straight 💃😄 #foryou #ontheset @imgmodels @stormmodels @modelpress @vogueitalia,https://www.tiktok.com/@@paulspujats/video/6791119345851337990
849,0,58,0,7,1581106657,you really do 😅#polevault #sport #athlete #foryou,https://www.tiktok.com/@@paulspujats/video/6790801379091926277
2262,3,57,2,55,1581046624,is this how do you get out of the pool🤔🏊#poolchallenge #water #yoga #asana #aqua #gymnastics #slowmo #fyp #foryou #studentathlete,https://www.tiktok.com/@@paulspujats/video/6790543527144066310
1931,0,175,0,31,1580956356,#mepracticing What few of the pole vaulters use to have a #spyderman grip for me its #venom 🦎🕷️🕸️ #polevault #athlete #studentathlete,https://www.tiktok.com/@@paulspujats/video/6790155830235876613
779,1,49,0,4,1580789212,The Great Walls  🧱🚂 #polevault #fyp #fy #foryou #athletics #athlete #foryoupage,https://www.tiktok.com/@@paulspujats/video/6789437949273541894
119,0,10,0,60,1580744493,#yoga in the AM,https://www.tiktok.com/@@paulspujats/video/6789245889782304005
134,0,9,0,57,1580587582,Morning Yoga 🧘‍♂️#yoga #mindfull #meditation #hatha #vinyasa #sports #polevault #athlete #vibe #vibecheck,https://www.tiktok.com/@@paulspujats/video/6788571966585539846
94,0,5,0,59,1580359697,get your beauty sleep 😴 your night rest your youth and your sanity ☺️#sleep #energy #fy #fyp #foryou #foryoupage #healthy #mind #psychology #therapy,https://www.tiktok.com/@@paulspujats/video/6787593193270693126
740,1,32,0,28,1578959061,#vinyasa #yoga #flow #headstand #meditstion #peacful #fy #fyp #foryou,https://www.tiktok.com/@@paulspujats/video/6781577513811365126
842,1,45,0,25,1578622361,Throwing coconuts in #slowmotion #puertorico #training #awesome #cool #fy #fyp #ThatsWhatILike #coco,https://www.tiktok.com/@@paulspujats/video/6780131383026257157
693,2,68,0,14,1578495986,we are here to enjoy this world and leave it better than we came. Take care of our home. #australi #puertorico #save #beauty #consciousness,https://www.tiktok.com/@@paulspujats/video/6779588611907095813
731,3,124,0,59,1578152250,,https://www.tiktok.com/@@paulspujats/video/6778112285119384837
766,2,41,0,54,1578103084,part 2. yoga Flow at Coast of Puerto Rico. Yoga everwhere you go. #fy #yoga #meditation #om #spiritual #fitness #foryou #youpage #health,https://www.tiktok.com/@@paulspujats/video/6777901109974404358
644,1,74,0,46,1577981278,Yoga Flow for hips & lower back on the coast of #puertorico #yoga #om #yogaflow #asana #diy #youpage #foryou,https://www.tiktok.com/@@paulspujats/video/6777377971910102277
1025,4,100,0,60,1577725621,,https://www.tiktok.com/@@paulspujats/video/6776279935360322822
282,1,22,3,25,1577426687,Christal Clear Water in the middle of a forest #puertorico #beautifuldestinations #foryou #ypupage,https://www.tiktok.com/@@paulspujats/video/6774996014106447110
669,1,49,0,34,1577374470,Purto Rico #sunset #coconuts on a private beach it was pretty hard to get there but was definitely worth it! #foryou #nature,https://www.tiktok.com/@@paulspujats/video/6774771751193824518
799,1,28,0,52,1576551449,Prana Mudra #yoga #meditation be aligned with the universe and what you ask you shall receive #univerese #power #mudra,https://www.tiktok.com/@@paulspujats/video/6771236893184101638
237,1,38,0,14,1576373266,yoga sesh for restoring healing becoming more conscious 🕉️🧘‍♂️#yoga #meditation #calm #restorative #healing #astrolagy #mystic #foryou #page,https://www.tiktok.com/@@paulspujats/video/6770471609577917701
188,0,20,3,23,1576354748,look up see what's around #wordofwisdom,https://www.tiktok.com/@@paulspujats/video/6770392081492954374
725,3,44,0,54,1576122819,process...,https://www.tiktok.com/@@paulspujats/video/6769395940018113798
5121,3,541,3,16,1575735002,First meet this indoor season don't let it sink 🚀 #polevault #competition #essx #athlete #nike #sports #fail #foryou #foryoupage #viral #workout,https://www.tiktok.com/@@paulspujats/video/6767730290946215173
951,3,119,4,29,1575643530,Corgi workout 😄#foryou #corgi #animlasdothings #workout #funny #fail #polevault #calisthenics #cute #foryoupage,https://www.tiktok.com/@@paulspujats/video/6767337418271067397
757,2,19,1,56,1575560770,Pain in Hips = tention in surrounding muscles 🔥#selfhelp #interesting #help #diy #massage #foryou #facts #sports,https://www.tiktok.com/@@paulspujats/video/6766981965829770502
787,2,42,0,22,1575169845,#akuaku #crash #foryou #sprints #polevault #longjump #speed Guess the name of the song ? 🔥🙌,https://www.tiktok.com/@@paulspujats/video/6765302953835269382
1505,4,324,0,45,1574876485,✔4 out of 17 this time I'll take the ROI on this sesh. Continuation of the process and enjoying the play 🎮 🎧 @superdupermusic - Flower #polevault,https://www.tiktok.com/@@paulspujats/video/6764042989053431046
2051,1,159,0,34,1574560996,weight west weights and rope drills #polevault #weights #drills #longjump #sprints #ballin #soccer #athletics #lit,https://www.tiktok.com/@@paulspujats/video/6762687967703174406
2412,3,231,0,10,1574350465,50 Jumps from 4 steps only one make. when the bard doesn't holds up in practice it will in the meet 🔥 #polevault #field #athletic #longjump #sprints,https://www.tiktok.com/@@paulspujats/video/6761783747772697862
142,1,14,0,60,1574215383,Yoga with Kiddos it's important to start teaching the youth the self caring healing methods from early years. That will help them and guide them🙏,https://www.tiktok.com/@@paulspujats/video/6761203566787955974
168,4,13,0,60,1574100437,Quick yoga  ओ३म् om sesh after work out. Maintain balance in everything you do ☯#yoga #namaste #flexible #recovery #foryou,https://www.tiktok.com/@@paulspujats/video/6760709885958049030
2259,2,74,12,39,1574032002,pole vault and High-bar drills 💪 for strong arms abs back core and hands🙌  #polevault #drills #longjump #calisthenics #athletic #exercise #foryou,https://www.tiktok.com/@@paulspujats/video/6760415953659514117
971,2,74,0,58,1573790179,yo it's recovery day so make sure you properly recover! take this advice #recover #icebath #hottub #athlete #food #water #foryou #foryoupage,https://www.tiktok.com/@@paulspujats/video/6759377323436281093
1297,4,216,2,31,1573534996,Throw Back at NCAA #2 #polevault #trackandfield #athlete #foryou #rush #adrenaline,https://www.tiktok.com/@@paulspujats/video/6758281314513767685
349,2,16,0,41,1573095588,If you have phone or PC you will def need these!! #goodeyes #healthyeyes #bluelight  #blockers #shades #tipoftheday #foryou,https://www.tiktok.com/@@paulspujats/video/6756394083268250886
594,2,33,0,15,1573049568,just a reminder to treat yo self!! no one else but you can do it #yoga #meditation #peac #recovery #yogaflow #healthy #healthymind #body,https://www.tiktok.com/@@paulspujats/video/6756196434493869317
3977,7,192,2,22,1572901392,Do you want to learn how to do a handstand? #gymnastics #handstand #foryou #tutorial #lifehack,https://www.tiktok.com/@@paulspujats/video/6755560023067266309
948,2,103,0,41,1572402716,strengthen your bones by lifting🦾🦿 got new PR 180kg one step #weights #lifting #strong #foryou #polevault,https://www.tiktok.com/@@paulspujats/video/6753418185896250630
219,1,22,0,31,1572109359,The sounds of Rain and Heavy lifting. do these to strengthen your back start with no weight. #lifting #back #exercises #fit #nopain,https://www.tiktok.com/@@paulspujats/video/6752158265334910213
1022,1,140,0,39,1571279018,working with gravity ☺️ #foryou #workout #gravity #win #jump #athletic #sports #feature #trackandfield #gtmnastics #calisthenics #parkur,https://www.tiktok.com/@@paulspujats/video/6748591971704540422
311,1,38,0,35,1571270745,strengthen your body with these sumo steps 165 kg or 363 lbs #hustle #work #track #field #polevault #foryou,https://www.tiktok.com/@@paulspujats/video/6748556444842364165
1554,1,120,0,7,1571098556,sometimes you just don't have the juice 😅 #fail #funny #polevault #highjump #longjump,https://www.tiktok.com/@@paulspujats/video/6747816894637673733
593,1,82,2,36,1571018374,my gf is gonna be jealous 😅 Rose the leamur was cleaning me sweet like sugga #animals,https://www.tiktok.com/@@paulspujats/video/6747472478165011718
1901,3,187,0,13,1570940997,box jumps with 10-15kg weighted west and without #polevault #longjump #highjump #run,https://www.tiktok.com/@@paulspujats/video/6747140177694592261
704,1,65,0,22,1570735528,strengthen your back for no back pain ;) #nopain #back #weightlif #strongman,https://www.tiktok.com/@@paulspujats/video/6746257710376897797
197,1,25,0,60,1570654886,To calm and detox your mind. Sit for 5-20min focus on your breathing 😌 #meditation,https://www.tiktok.com/@@paulspujats/video/6745911353090886918
842,2,65,0,10,1570590613,why you shouldn't sleep untill noon winter time,https://www.tiktok.com/@@paulspujats/video/6745635288355179782
385,1,49,0,25,1569596939,New PR +60kg pull-up #foryou #workout  #calisthenics,https://www.tiktok.com/@@paulspujats/video/6741367509389184261
900,1,54,0,22,1569104574,El grande cojones. Today's pulup was with 55 kg or 121 lbs 🤙🤙,https://www.tiktok.com/@@paulspujats/video/6739252781967854854
832,4,64,0,23,1568863656,upside down weight vest ab session 🐒🐵 #athleate #sports #polevault #dyi #trx #calisthenics,https://www.tiktok.com/@@paulspujats/video/6738217996315004165
2120,1,288,1,25,1568517544,Beach Day 🏖️⛱️😌 #longjump #polevault #athletics #decathlon,https://www.tiktok.com/@@paulspujats/video/6736731531634560261
501,3,62,0,19,1568429096,44.4KG or 98LBS Level 🆙 #foryourpage #workout #polevault #pullupchallenge,https://www.tiktok.com/@@paulspujats/video/6736351649838697734
593,1,75,0,14,1568247660,#pullupchallenge  #foryou #polevault #workout  #foryourpage,https://www.tiktok.com/@@paulspujats/video/6735572388022406406
2390,5,356,2,19,1567966831,NEW DRILLS for faster feet and faster arms 🔥 #foryoupage #polevault #workout #foryou,https://www.tiktok.com/@@paulspujats/video/6734366248601128198
974,3,51,1,8,1567887292,Easy back strech 🧘‍♂️🕉️ #yoga #flexiblity  #foryou #foryoupage,https://www.tiktok.com/@@paulspujats/video/6734024627967905030
950,1,82,1,34,1567652002,CORE SESSION 🔥#workout #abzz #foryou #abs  #polevault #timelaps,https://www.tiktok.com/@@paulspujats/video/6733014048423693574
805,1,45,1,9,1567347310,these are super hard to do speed and body awernes #abs #speed #foryou,https://www.tiktok.com/@@paulspujats/video/6731705423973453062
1947,2,288,0,21,1567293498,NEXT set of Ab sesh LeGo #abs #workout #polevault #foryou #featurepost,https://www.tiktok.com/@@paulspujats/video/6731474294922153221
784,1,53,1,15,1567200363,,https://www.tiktok.com/@@paulspujats/video/6731074290243996933
764,4,36,0,15,1566827239,how many?,https://www.tiktok.com/@@paulspujats/video/6729471732899482885
1115,0,81,0,15,1566434667,sandbox vaults 🤙🙌 #polevault #trackday #trackandfield,https://www.tiktok.com/@@paulspujats/video/6727785642559819014
1585,1,188,2,7,1566070815,the great Wall ⛩️ or also known as #grandecojones #polevault #sports #athletics,https://www.tiktok.com/@@paulspujats/video/6726222919984336133
442,2,24,0,26,1563042280,#ab session with #ADM underground music #sixpackabs #foryou,https://www.tiktok.com/@@paulspujats/video/6713215462689213701
586,3,34,0,15,1562620041,#balance #mma #tworoads #thatjusthappened #walkamile,https://www.tiktok.com/@@paulspujats/video/6711401973461028101
490,1,49,0,15,1561896167,finger strenght: 1. 66lbs or 30kg 2. 77lbs or 35kg #featureme #trending #challange #foryou #lol,https://www.tiktok.com/@@paulspujats/video/6708292958401072390
455,2,47,0,10,1561649261,🔥one said go other said NO!!! 😆,https://www.tiktok.com/@@paulspujats/video/6707232504677403909
23000,3,851,9,6,1561263123,when u forget your phone in the pocket 🤦♂️🤦♀️🤦#fail #foryou #foryoupage  #summervibes,https://www.tiktok.com/@@paulspujats/video/6705574054163647749
461,2,31,0,30,1559764554,yoga with kitty #yoga #animals #kitty #foryou,https://www.tiktok.com/@@paulspujats/video/6699137748386712837
780,1,53,0,5,1559512551,#polevault,https://www.tiktok.com/@@paulspujats/video/6698055405538381062
1314,3,106,0,10,1559271525,where energy goes ∆ #polevault,https://www.tiktok.com/@@paulspujats/video/6697020203487726853
632,0,41,2,60,1558204440,if you have back pain do this 🤗 #yoga #foryou #athlete #foryoupage,https://www.tiktok.com/@@paulspujats/video/6692437109430553862
2681,3,261,1,11,1557627166,#polevault #trackandfield #athlete#foryou #trendy #fuego 😋😍,https://www.tiktok.com/@@paulspujats/video/6689957737037565190
2411,8,277,0,9,1557354816,Rate my Jump 😄 #foryou #featurethis #feature #polevault #athletics #foryoupage,https://www.tiktok.com/@@paulspujats/video/6688788002283457798
1109,4,84,0,15,1557086809,#muscleup #challange  #foryou #foryoupage #trending 💪,https://www.tiktok.com/@@paulspujats/video/6687636920064806150
116900,5,1126,4,5,1556832201,Nice 8 step approach today on 190lbs pole 4.75m 🚀 bungee 5.30m #polevault #track #field #athletics,https://www.tiktok.com/@@paulspujats/video/6686543387627097349
3524,2,312,0,10,1556654984,TB from RIO Olympic Games #polevault #athlete #foryou #olympics,https://www.tiktok.com/@@paulspujats/video/6685782248207158533
2465,6,493,3,19,1556595678,season opener 5.23m or 17...smth feet 😅 I'm still bad with feet🤗 #polevault #jumpnation,https://www.tiktok.com/@@paulspujats/video/6685527529341586694
1495,4,133,2,11,1556294178,Handstand Variation 🙂#superherostuff #handstandchallenge,https://www.tiktok.com/@@paulspujats/video/6684232596559236357
1365,1,191,0,6,1556253224,practice on new poles #essx #polevault they are slimmer but heavier 🥖⚖️,https://www.tiktok.com/@@paulspujats/video/6684056702720937222
817,1,124,1,14,1555694850,Next level pushups! tag who you would try it with 👯👬 #foryou #foryourpage  #trending,https://www.tiktok.com/@@paulspujats/video/6681658504802995461
